price,size,district,rooms,year,dataset_id,source,wol,plz,ortsteil,bezirk,lat,lon
1000.0,54.0,Wilmersdorf,2.0,2019,historical,Kaggle/Immobilienscout24,gut,14197,Wilmersdorf,Charlottenburg-Wilmersdorf,52.4867,13.3189
2968.0,144.0,Prenzlauer,4.0,2019,historical,Kaggle/Immobilienscout24,,10439,Prenzlauer Berg,Pankow ,52.5409,13.4134
1130.0,94.68,Schmargendorf,2.5,2019,historical,Kaggle/Immobilienscout24,gut,14199,Schmargendorf,Charlottenburg-Wilmersdorf,52.4667,13.2833
2550.0,155.0,Wilmersdorf,5.0,2019,historical,Kaggle/Immobilienscout24,gut,14197,Wilmersdorf,Charlottenburg-Wilmersdorf,52.4867,13.3189
1127.36,76.52,Spandau,3.0,2019,historical,Kaggle/Immobilienscout24,einfach,14052,Spandau,Spandau,52.5333,13.2
1100.0,76.28,Grunewald,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,10711,Grunewald,Charlottenburg-Wilmersdorf,52.4833,13.2667
499.0,56.0,Friedrichsfelde,1.0,2019,historical,Kaggle/Immobilienscout24,mittel,10319,Friedrichsfelde,Lichtenberg,52.5,13.5167
591.0,61.95,Reinickendorf,2.0,2019,historical,Kaggle/Immobilienscout24,einfach,13409,Reinickendorf,Reinickendorf,52.5833,13.3333
534.44,61.5,Friedrichsfelde,3.0,2019,historical,Kaggle/Immobilienscout24,einfach,10315,Friedrichsfelde,Lichtenberg,52.5,13.5167
1030.0,79.6,Nikolassee,2.0,2019,historical,Kaggle/Immobilienscout24,,,,,,
447.05,72.81,Biesdorf,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,12687,Marzahn,Marzahn-Hellersdorf,52.5333,13.55
624.66,61.57,Altglienicke,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,12524,Altglienicke,Treptow-Köpenick,52.3833,13.5333
723.98,96.42,Siemensstadt,3.5,2019,historical,Kaggle/Immobilienscout24,einfach,13629,Haselhorst,Spandau,,
525.0,30.0,Zehlendorf,1.0,2019,historical,Kaggle/Immobilienscout24,gut,14167,Lichtenrade,Tempelhof-Schöneberg,52.3833,13.4
1616.03,104.26,Friedrichshain,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,10249,Friedrichshain,Friedrichshain-Kreuzberg,52.5159,13.4533
650.0,62.0,Köpenick,1.0,2019,historical,Kaggle/Immobilienscout24,einfach,12559,Köpenick,Treptow-Köpenick,52.4333,13.5667
594.89,62.62,Köpenick,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,12555,Friedrichshagen,Treptow-Köpenick,52.4333,13.6167
389.0,41.0,Spandau,1.0,2019,historical,Kaggle/Immobilienscout24,einfach,13589,Hakenfelde,Spandau,52.55,13.1833
373.46,51.26,Neukölln,1.5,2019,historical,Kaggle/Immobilienscout24,einfach,12057,Neukölln,Neukölln,52.45,13.4333
1275.0,87.9,Friedrichshain,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,10249,Friedrichshain,Friedrichshain-Kreuzberg,52.5159,13.4533
1700.0,122.31,Friedrichshain,4.0,2019,historical,Kaggle/Immobilienscout24,mittel,10249,Friedrichshain,Friedrichshain-Kreuzberg,52.5159,13.4533
457.1,45.71,Lankwitz,1.5,2019,historical,Kaggle/Immobilienscout24,mittel,12249,Lankwitz,Steglitz-Zehlendorf,52.4333,13.35
950.0,46.0,Schöneberg,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,12159,Schöneberg,Tempelhof-Schöneberg,52.4833,13.35
994.32,82.86,Köpenick,3.0,2019,historical,Kaggle/Immobilienscout24,einfach,12559,Köpenick,Treptow-Köpenick,52.4333,13.5667
1500.0,76.0,Wilmersdorf,2.0,2019,historical,Kaggle/Immobilienscout24,gut,14197,Wilmersdorf,Charlottenburg-Wilmersdorf,52.4867,13.3189
3745.44,220.32,Mitte,4.0,2019,historical,Kaggle/Immobilienscout24,einfach,10179,Mitte,Mitte,52.52,13.405
1550.0,88.0,Wilmersdorf,3.0,2019,historical,Kaggle/Immobilienscout24,gut,14197,Wilmersdorf,Charlottenburg-Wilmersdorf,52.4867,13.3189
314.08,52.5,Alt,2.0,2019,historical,Kaggle/Immobilienscout24,,12524,Altglienicke,Treptow-Köpenick,52.3833,13.5333
795.0,75.31,Köpenick,3.0,2019,historical,Kaggle/Immobilienscout24,einfach,12559,Köpenick,Treptow-Köpenick,52.4333,13.5667
1500.0,68.0,Mitte,2.0,2019,historical,Kaggle/Immobilienscout24,einfach,10179,Mitte,Mitte,52.52,13.405
4959.54,202.43,Wilmersdorf,6.0,2019,historical,Kaggle/Immobilienscout24,gut,14197,Wilmersdorf,Charlottenburg-Wilmersdorf,52.4867,13.3189
801.36,66.78,Köpenick,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,12555,Friedrichshagen,Treptow-Köpenick,52.4333,13.6167
1350.0,63.4,Friedrichshain,1.5,2019,historical,Kaggle/Immobilienscout24,mittel,10249,Friedrichshain,Friedrichshain-Kreuzberg,52.5159,13.4533
614.0,31.0,Wilmersdorf,1.0,2019,historical,Kaggle/Immobilienscout24,gut,14197,Wilmersdorf,Charlottenburg-Wilmersdorf,52.4867,13.3189
1809.0,91.0,Mitte,3.0,2019,historical,Kaggle/Immobilienscout24,einfach,10179,Mitte,Mitte,52.52,13.405
2088.6,104.43,Charlottenburg,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,14059,Charlottenburg,Charlottenburg-Wilmersdorf,52.517,13.3043
2374.84,111.5,Tiergarten,4.0,2019,historical,Kaggle/Immobilienscout24,mittel,10787,Tiergarten,Mitte,52.5147,13.3507
1032.0,80.34,Charlottenburg,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,14059,Charlottenburg,Charlottenburg-Wilmersdorf,52.517,13.3043
640.0,13.0,Tiergarten,1.0,2019,historical,Kaggle/Immobilienscout24,mittel,10787,Tiergarten,Mitte,52.5147,13.3507
2500.0,100.0,Tiergarten,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,10787,Tiergarten,Mitte,52.5147,13.3507
739.65,63.74,Lichtenberg,2.0,2019,historical,Kaggle/Immobilienscout24,einfach,10369,Lichtenberg,Lichtenberg,52.5167,13.5
670.0,45.0,Friedrichshain,1.0,2019,historical,Kaggle/Immobilienscout24,mittel,10249,Friedrichshain,Friedrichshain-Kreuzberg,52.5159,13.4533
849.0,71.6,Charlottenburg,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,14059,Charlottenburg,Charlottenburg-Wilmersdorf,52.517,13.3043
1742.0,97.0,Tiergarten,4.0,2019,historical,Kaggle/Immobilienscout24,mittel,10787,Tiergarten,Mitte,52.5147,13.3507
450.0,28.3,Frohnau,1.0,2019,historical,Kaggle/Immobilienscout24,gut,13465,Frohnau,Reinickendorf,52.6333,13.3
700.0,16.0,Tiergarten,1.0,2019,historical,Kaggle/Immobilienscout24,mittel,10787,Tiergarten,Mitte,52.5147,13.3507
1450.0,121.57,Dahlem,2.5,2019,historical,Kaggle/Immobilienscout24,gut,14195,Schmargendorf,Charlottenburg-Wilmersdorf,52.4667,13.2833
1088.5,87.07,Grünau,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,12527,Schmöckwitz,Treptow-Köpenick,52.3667,13.65
1001.65,54.89,Tiergarten,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,10787,Tiergarten,Mitte,52.5147,13.3507
1950.0,120.0,Mitte,3.0,2019,historical,Kaggle/Immobilienscout24,einfach,10179,Mitte,Mitte,52.52,13.405
634.62,43.76,Reinickendorf,2.0,2019,historical,Kaggle/Immobilienscout24,einfach,13407,Reinickendorf,Reinickendorf,52.5833,13.3333
1636.65,109.11,Friedrichshain,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,10249,Friedrichshain,Friedrichshain-Kreuzberg,52.5159,13.4533
769.0,81.58,Hellersdorf,4.0,2019,historical,Kaggle/Immobilienscout24,mittel,13158,Wilhelmsruh,Pankow,52.5897,13.4186
1095.0,59.44,Prenzlauer,2.0,2019,historical,Kaggle/Immobilienscout24,,10439,Prenzlauer Berg,Pankow ,52.5409,13.4134
5700.0,300.0,Kreuzberg,8.0,2019,historical,Kaggle/Immobilienscout24,einfach,10999,Kreuzberg,Friedrichshain-Kreuzberg,52.4987,13.403
1026.0,42.0,Britz,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,10557,Moabit,Mitte,52.528,13.343
511.57,83.59,Neu,4.0,2019,historical,Kaggle/Immobilienscout24,,12059,Neukölln,Neukölln,52.45,13.4333
3230.0,190.0,Grunewald,5.0,2019,historical,Kaggle/Immobilienscout24,mittel,10711,Grunewald,Charlottenburg-Wilmersdorf,52.4833,13.2667
1774.8,116.38,Mitte,4.0,2019,historical,Kaggle/Immobilienscout24,einfach,10179,Mitte,Mitte,52.52,13.405
570.0,28.89,Mitte,1.0,2019,historical,Kaggle/Immobilienscout24,einfach,10179,Mitte,Mitte,52.52,13.405
890.0,68.0,Britz,2.5,2019,historical,Kaggle/Immobilienscout24,einfach,12347,Britz,Neukölln,52.4167,13.4167
2200.0,157.0,Charlottenburg,5.0,2019,historical,Kaggle/Immobilienscout24,mittel,14059,Charlottenburg,Charlottenburg-Wilmersdorf,52.517,13.3043
743.9,90.17,Spandau,3.0,2019,historical,Kaggle/Immobilienscout24,einfach,13585,Hakenfelde,Spandau,52.55,13.1833
2135.49,101.69,Tiergarten,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,10787,Tiergarten,Mitte,52.5147,13.3507
961.68,62.76,Friedrichsfelde,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,10319,Friedrichsfelde,Lichtenberg,52.5,13.5167
760.0,58.0,Reinickendorf,2.0,2019,historical,Kaggle/Immobilienscout24,einfach,13409,Reinickendorf,Reinickendorf,52.5833,13.3333
356.46,28.0,Rosenthal,1.0,2019,historical,Kaggle/Immobilienscout24,mittel,13158,Wilhelmsruh,Pankow,52.5897,13.4186
960.0,96.0,Spandau,3.0,2019,historical,Kaggle/Immobilienscout24,einfach,14052,Spandau,Spandau,52.5333,13.2
1310.0,95.0,Charlottenburg,2.0,2019,historical,Kaggle/Immobilienscout24,einfach,10589,Charlottenburg,Charlottenburg-Wilmersdorf,52.517,13.3043
1100.0,89.0,Niederschönhausen,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,13187,Niederschönhausen,Pankow,52.5756,13.4
506.1,70.28,Hellersdorf,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,12629,Hellersdorf,Marzahn-Hellersdorf,52.5167,13.5833
630.0,61.0,Köpenick,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,12555,Friedrichshagen,Treptow-Köpenick,52.4333,13.6167
1455.5,80.84,Wilmersdorf,3.0,2019,historical,Kaggle/Immobilienscout24,gut,14197,Wilmersdorf,Charlottenburg-Wilmersdorf,52.4867,13.3189
420.0,57.0,Reinickendorf,2.0,2019,historical,Kaggle/Immobilienscout24,einfach,13409,Reinickendorf,Reinickendorf,52.5833,13.3333
850.0,36.0,Prenzlauer,1.0,2019,historical,Kaggle/Immobilienscout24,,10439,Prenzlauer Berg,Pankow ,52.5409,13.4134
1050.0,69.87,Prenzlauer,2.0,2019,historical,Kaggle/Immobilienscout24,,10439,Prenzlauer Berg,Pankow ,52.5409,13.4134
939.0,94.0,Neukölln,3.0,2019,historical,Kaggle/Immobilienscout24,einfach,12059,Neukölln,Neukölln,52.45,13.4333
1533.0,95.84,Friedrichshain,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,10249,Friedrichshain,Friedrichshain-Kreuzberg,52.5159,13.4533
880.0,80.0,Oberschöneweide,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,12459,Oberschöneweide,Treptow-Köpenick,52.45,13.5167
950.0,50.7,Tiergarten,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,10623,Charlottenburg,Charlottenburg-Wilmersdorf,52.517,13.3043
1890.0,101.38,Tiergarten,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,10623,Charlottenburg,Charlottenburg-Wilmersdorf,52.517,13.3043
1027.0,77.0,Charlottenburg,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,14059,Charlottenburg,Charlottenburg-Wilmersdorf,52.517,13.3043
686.96,91.23,Wedding,2.0,2019,historical,Kaggle/Immobilienscout24,einfach,13351,Wedding,Mitte,52.55,13.365
699.86,70.55,Steglitz,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,12247,Steglitz,Steglitz-Zehlendorf,52.45,13.3167
1535.0,59.0,Friedrichshain,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,10249,Friedrichshain,Friedrichshain-Kreuzberg,52.5159,13.4533
1445.0,103.0,Prenzlauer,4.0,2019,historical,Kaggle/Immobilienscout24,,10439,Prenzlauer Berg,Pankow ,52.5409,13.4134
779.0,58.0,Lichtenberg,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,10365,Fennpfuhl,Lichtenberg,52.5333,13.4833
2100.0,178.09,Schöneberg,5.0,2019,historical,Kaggle/Immobilienscout24,gut,10779,Wilmersdorf,Tempelhof-Schöneberg,52.4867,13.3189
1520.0,95.0,Friedrichshain,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,10249,Friedrichshain,Friedrichshain-Kreuzberg,52.5159,13.4533
699.0,72.0,Reinickendorf,2.0,2019,historical,Kaggle/Immobilienscout24,einfach,13437,Wittenau,Reinickendorf,52.5833,13.3333
850.0,69.68,Neukölln,2.0,2019,historical,Kaggle/Immobilienscout24,einfach,12059,Neukölln,Neukölln,52.45,13.4333
800.0,47.76,Prenzlauer,1.0,2019,historical,Kaggle/Immobilienscout24,,10439,Prenzlauer Berg,Pankow ,52.5409,13.4134
842.62,89.0,Spandau,3.0,2019,historical,Kaggle/Immobilienscout24,einfach,14052,Spandau,Spandau,52.5333,13.2
1321.45,101.65,Friedrichshain,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,10249,Friedrichshain,Friedrichshain-Kreuzberg,52.5159,13.4533
693.92,86.74,Karow,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,13125,Französisch Buchholz,Pankow,52.614,13.42
1500.0,105.0,Steglitz,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,12247,Steglitz,Steglitz-Zehlendorf,52.45,13.3167
1773.65,100.49,Tiergarten,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,10787,Tiergarten,Mitte,52.5147,13.3507
3100.0,152.0,Charlottenburg,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,14059,Charlottenburg,Charlottenburg-Wilmersdorf,52.517,13.3043
829.0,68.0,Wedding,2.0,2019,historical,Kaggle/Immobilienscout24,einfach,13351,Wedding,Mitte,52.55,13.365
1010.7,56.15,Neukölln,2.0,2019,historical,Kaggle/Immobilienscout24,einfach,12059,Neukölln,Neukölln,52.45,13.4333
635.0,36.46,Neukölln,1.0,2019,historical,Kaggle/Immobilienscout24,einfach,12059,Neukölln,Neukölln,52.45,13.4333
870.0,65.47,Reinickendorf,2.0,2019,historical,Kaggle/Immobilienscout24,einfach,13409,Reinickendorf,Reinickendorf,52.5833,13.3333
620.0,11.0,Tiergarten,1.0,2019,historical,Kaggle/Immobilienscout24,mittel,10787,Tiergarten,Mitte,52.5147,13.3507
1300.0,75.0,Prenzlauer,2.0,2019,historical,Kaggle/Immobilienscout24,,10439,Prenzlauer Berg,Pankow ,52.5409,13.4134
1639.65,96.0,Schöneberg,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,12159,Schöneberg,Tempelhof-Schöneberg,52.4833,13.35
482.6,24.13,Niederschöneweide,1.0,2019,historical,Kaggle/Immobilienscout24,einfach,12439,Niederschöneweide,Treptow-Köpenick,52.4333,13.5
843.6,91.2,Kladow,3.5,2019,historical,Kaggle/Immobilienscout24,gut,14089,Gatow,Spandau,52.4833,13.1833
729.0,84.79,Marienfelde,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,12307,Marienfelde,Tempelhof-Schöneberg,52.4,13.3667
2490.0,118.0,Charlottenburg,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,14059,Charlottenburg,Charlottenburg-Wilmersdorf,52.517,13.3043
533.79,60.0,Lankwitz,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,12249,Lankwitz,Steglitz-Zehlendorf,52.4333,13.35
500.0,19.22,Wedding,1.0,2019,historical,Kaggle/Immobilienscout24,einfach,13351,Wedding,Mitte,52.55,13.365
1194.75,95.58,Charlottenburg,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,14059,Charlottenburg,Charlottenburg-Wilmersdorf,52.517,13.3043
475.0,19.9,Wedding,1.0,2019,historical,Kaggle/Immobilienscout24,einfach,13351,Wedding,Mitte,52.55,13.365
359.07,50.86,Lichterfelde,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,12209,Lichterfelde,Steglitz-Zehlendorf,52.4333,13.3
2300.0,105.4,Tiergarten,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,10787,Tiergarten,Mitte,52.5147,13.3507
1524.8,76.24,Mitte,2.0,2019,historical,Kaggle/Immobilienscout24,einfach,10179,Mitte,Mitte,52.52,13.405
775.36,78.67,Köpenick,3.0,2019,historical,Kaggle/Immobilienscout24,einfach,12559,Köpenick,Treptow-Köpenick,52.4333,13.5667
2647.0,254.7,Zehlendorf,6.5,2019,historical,Kaggle/Immobilienscout24,mittel,14165,Zehlendorf,Steglitz-Zehlendorf,52.4333,13.25
688.0,73.97,Pankow,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,13189,Pankow,Pankow,52.5692,13.4018
1256.85,69.0,Friedrichshain,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,10245,Friedrichshain,Friedrichshain-Kreuzberg,52.5159,13.4533
1626.0,87.9,Friedrichshain,4.0,2019,historical,Kaggle/Immobilienscout24,mittel,10249,Friedrichshain,Friedrichshain-Kreuzberg,52.5159,13.4533
1880.0,164.0,Charlottenburg,5.0,2019,historical,Kaggle/Immobilienscout24,mittel,14059,Charlottenburg,Charlottenburg-Wilmersdorf,52.517,13.3043
2300.0,150.0,Schmargendorf,4.0,2019,historical,Kaggle/Immobilienscout24,gut,14199,Schmargendorf,Charlottenburg-Wilmersdorf,52.4667,13.2833
995.0,45.78,Friedrichshain,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,10249,Friedrichshain,Friedrichshain-Kreuzberg,52.5159,13.4533
2214.51,114.15,Tiergarten,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,10787,Tiergarten,Mitte,52.5147,13.3507
1250.0,75.0,Lichterfelde,1.0,2019,historical,Kaggle/Immobilienscout24,mittel,14167,Lichtenrade,Tempelhof-Schöneberg,52.3833,13.4
2500.0,139.0,Tiergarten,4.0,2019,historical,Kaggle/Immobilienscout24,mittel,10787,Tiergarten,Mitte,52.5147,13.3507
1950.0,163.66,Friedrichshain,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,10249,Friedrichshain,Friedrichshain-Kreuzberg,52.5159,13.4533
737.9,70.41,Hellersdorf,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,12629,Hellersdorf,Marzahn-Hellersdorf,52.5167,13.5833
466.34,58.8,Köpenick,3.0,2019,historical,Kaggle/Immobilienscout24,einfach,12559,Köpenick,Treptow-Köpenick,52.4333,13.5667
1600.0,110.0,Neukölln,3.0,2019,historical,Kaggle/Immobilienscout24,einfach,12059,Neukölln,Neukölln,52.45,13.4333
1800.0,72.0,Tiergarten,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,10787,Tiergarten,Mitte,52.5147,13.3507
1372.25,95.95,Britz,4.0,2019,historical,Kaggle/Immobilienscout24,einfach,12359,Britz,Neukölln,52.4167,13.4167
691.01,59.57,Neukölln,2.0,2019,historical,Kaggle/Immobilienscout24,einfach,12059,Neukölln,Neukölln,52.45,13.4333
568.32,76.14,Spandau,3.0,2019,historical,Kaggle/Immobilienscout24,einfach,14052,Spandau,Spandau,52.5333,13.2
790.0,78.76,Lichterfelde,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,12209,Lichterfelde,Steglitz-Zehlendorf,52.4333,13.3
907.61,67.23,Tiergarten,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,10787,Tiergarten,Mitte,52.5147,13.3507
706.0,60.6,Tiergarten,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,10787,Tiergarten,Mitte,52.5147,13.3507
624.0,52.75,Staaken,2.0,2019,historical,Kaggle/Immobilienscout24,einfach,13595,Staaken,Spandau,52.5333,13.1333
990.0,90.0,Reinickendorf,3.0,2019,historical,Kaggle/Immobilienscout24,einfach,13409,Reinickendorf,Reinickendorf,52.5833,13.3333
1450.0,85.0,Wilmersdorf,2.5,2019,historical,Kaggle/Immobilienscout24,gut,14197,Wilmersdorf,Charlottenburg-Wilmersdorf,52.4867,13.3189
256.22,37.0,Staaken,1.0,2019,historical,Kaggle/Immobilienscout24,einfach,13593,Wilhelmstadt,Spandau,52.5167,13.1833
673.47,44.9,Oberschöneweide,1.5,2019,historical,Kaggle/Immobilienscout24,mittel,12459,Oberschöneweide,Treptow-Köpenick,52.45,13.5167
300.0,23.0,Lichterfelde,1.0,2019,historical,Kaggle/Immobilienscout24,mittel,12209,Lichterfelde,Steglitz-Zehlendorf,52.4333,13.3
2500.0,100.0,Charlottenburg,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,14059,Charlottenburg,Charlottenburg-Wilmersdorf,52.517,13.3043
650.0,52.0,Tiergarten,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,10787,Tiergarten,Mitte,52.5147,13.3507
1200.0,50.0,Wilmersdorf,2.0,2019,historical,Kaggle/Immobilienscout24,gut,14197,Wilmersdorf,Charlottenburg-Wilmersdorf,52.4867,13.3189
566.34,68.73,Lichtenberg,2.5,2019,historical,Kaggle/Immobilienscout24,einfach,10369,Lichtenberg,Lichtenberg,52.5167,13.5
2000.0,130.0,Prenzlauer,3.0,2019,historical,Kaggle/Immobilienscout24,,10439,Prenzlauer Berg,Pankow ,52.5409,13.4134
2000.0,102.23,Friedrichshain,4.0,2019,historical,Kaggle/Immobilienscout24,mittel,10245,Friedrichshain,Friedrichshain-Kreuzberg,52.5159,13.4533
1288.22,89.66,Tiergarten,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,10787,Tiergarten,Mitte,52.5147,13.3507
350.0,29.31,Zehlendorf,1.0,2019,historical,Kaggle/Immobilienscout24,gut,14167,Lichtenrade,Tempelhof-Schöneberg,52.3833,13.4
1254.3,83.62,Wittenau,2.5,2019,historical,Kaggle/Immobilienscout24,mittel,13469,Lübars,Reinickendorf,52.6167,13.3667
767.63,104.44,Lankwitz,5.0,2019,historical,Kaggle/Immobilienscout24,mittel,12249,Lankwitz,Steglitz-Zehlendorf,52.4333,13.35
769.0,60.9,Reinickendorf,2.0,2019,historical,Kaggle/Immobilienscout24,einfach,13409,Reinickendorf,Reinickendorf,52.5833,13.3333
782.5,65.2,Wedding,2.0,2019,historical,Kaggle/Immobilienscout24,einfach,13351,Wedding,Mitte,52.55,13.365
1650.0,110.0,Zehlendorf,3.5,2019,historical,Kaggle/Immobilienscout24,mittel,14165,Zehlendorf,Steglitz-Zehlendorf,52.4333,13.25
742.6,93.34,Lichterfelde,2.2,2019,historical,Kaggle/Immobilienscout24,mittel,12207,Lichterfelde,Steglitz-Zehlendorf,52.4333,13.3
1050.0,100.0,Siemensstadt,3.0,2019,historical,Kaggle/Immobilienscout24,einfach,13629,Haselhorst,Spandau,,
674.72,42.17,Friedrichshain,1.0,2019,historical,Kaggle/Immobilienscout24,mittel,10249,Friedrichshain,Friedrichshain-Kreuzberg,52.5159,13.4533
579.0,60.0,Köpenick,2.0,2019,historical,Kaggle/Immobilienscout24,einfach,12559,Köpenick,Treptow-Köpenick,52.4333,13.5667
750.0,64.25,Niederschöneweide,2.0,2019,historical,Kaggle/Immobilienscout24,einfach,12439,Niederschöneweide,Treptow-Köpenick,52.4333,13.5
860.0,98.0,Tiergarten,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,10787,Tiergarten,Mitte,52.5147,13.3507
975.0,52.37,Wedding,2.0,2019,historical,Kaggle/Immobilienscout24,einfach,13351,Wedding,Mitte,52.55,13.365
609.0,80.17,Hellersdorf,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,12629,Hellersdorf,Marzahn-Hellersdorf,52.5167,13.5833
2900.0,200.0,Charlottenburg,5.0,2019,historical,Kaggle/Immobilienscout24,mittel,14059,Charlottenburg,Charlottenburg-Wilmersdorf,52.517,13.3043
3000.0,200.0,Treptow,4.0,2019,historical,Kaggle/Immobilienscout24,mittel,12435,Plänterwald,Treptow-Köpenick,52.4833,13.4833
328.0,29.76,Prenzlauer,1.0,2019,historical,Kaggle/Immobilienscout24,,10439,Prenzlauer Berg,Pankow ,52.5409,13.4134
999.0,96.36,Adlershof,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,12489,Johannisthal,Treptow-Köpenick,52.4333,13.5333
1313.0,101.0,Weißensee,3.0,2019,historical,Kaggle/Immobilienscout24,,,,,,
814.0,48.2,Prenzlauer,2.0,2019,historical,Kaggle/Immobilienscout24,gut,10409,Prenzlauer Berg,Pankow ,52.5409,13.4134
1195.04,75.16,Mitte,3.0,2019,historical,Kaggle/Immobilienscout24,einfach,10179,Mitte,Mitte,52.52,13.405
720.0,62.0,Wedding,2.0,2019,historical,Kaggle/Immobilienscout24,einfach,13351,Wedding,Mitte,52.55,13.365
742.0,29.0,Tempelhof,1.0,2019,historical,Kaggle/Immobilienscout24,einfach,12101,Tempelhof,Tempelhof-Schöneberg,52.45,13.3833
795.0,72.11,Lichterfelde,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,12209,Lichterfelde,Steglitz-Zehlendorf,52.4333,13.3
766.0,63.8,Tegel,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,13507,Tegel,Reinickendorf,52.5833,13.2833
645.0,58.64,Wedding,2.0,2019,historical,Kaggle/Immobilienscout24,einfach,13351,Wedding,Mitte,52.55,13.365
391.13,52.43,Reinickendorf,2.0,2019,historical,Kaggle/Immobilienscout24,einfach,13409,Reinickendorf,Reinickendorf,52.5833,13.3333
296.0,37.0,Niederschönhausen,1.0,2019,historical,Kaggle/Immobilienscout24,mittel,13187,Niederschönhausen,Pankow,52.5756,13.4
1650.0,150.0,Wilmersdorf,4.0,2019,historical,Kaggle/Immobilienscout24,gut,14197,Wilmersdorf,Charlottenburg-Wilmersdorf,52.4867,13.3189
1543.56,81.67,Tiergarten,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,10787,Tiergarten,Mitte,52.5147,13.3507
995.0,45.78,Friedrichshain,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,10249,Friedrichshain,Friedrichshain-Kreuzberg,52.5159,13.4533
820.0,42.0,Friedrichshain,1.0,2019,historical,Kaggle/Immobilienscout24,mittel,10249,Friedrichshain,Friedrichshain-Kreuzberg,52.5159,13.4533
396.66,53.66,Friedrichshagen,2.0,2019,historical,Kaggle/Immobilienscout24,mittel,12587,Friedrichshagen,Treptow-Köpenick,52.4333,13.6167
1059.3,48.15,Mitte,2.0,2019,historical,Kaggle/Immobilienscout24,einfach,10179,Mitte,Mitte,52.52,13.405
669.0,76.7,Hellersdorf,3.0,2019,historical,Kaggle/Immobilienscout24,mittel,12629,Hellersdorf,Marzahn-Hellersdorf,52.5167,13.5833
1199.0,67.63,Mitte,2.0,2019,historical,Kaggle/Immobilienscout24,einfach,10179,Mitte,Mitte,52.52,13.405
1070.0,59.0,Kreuzberg,1.0,2019,historical,Kaggle/Immobilienscout24,einfach,10999,Kreuzberg,Friedrichshain-Kreuzberg,52.4987,13.403
